Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,month,year
6059,398,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,3,15
8144,491,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,3,15
5843,410,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,2,15
5877,439,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,2,15
6095,437,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,2,15
6654,410,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,2,15
6084,457,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,2,15
5170,378,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,1,15
5887,443,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,1,15
4953,372,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,1,15
5811,414,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,1,15
4959,323,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,1,15
5867,395,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,1,15
5518,439,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,1,15
5619,417,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,1,15
5032,352,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,12,14
5700,429,1,0,0,1,d,a,9710,2,2014,0,NA,NA,,12,14
5702,424,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,12,14
9021,570,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,12,14
5953,441,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,11,14
4360,339,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,11,14
5439,443,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,11,14
6893,453,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,11,14
6322,438,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,11,14
4808,351,1,1,0,1,d,a,9710,2,2014,0,NA,NA,,10,14
4904,387,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,10,14
5999,427,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,10,14
6596,432,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,10,14
5297,397,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,9,14
5156,389,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,9,14
5755,385,1,1,0,1,d,a,9710,2,2014,0,NA,NA,,9,14
5803,446,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,8,14
5495,401,1,1,0,1,d,a,9710,2,2014,0,NA,NA,,8,14
5289,377,1,1,0,1,d,a,9710,2,2014,0,NA,NA,,8,14
6940,464,1,1,0,1,d,a,9710,2,2014,0,NA,NA,,8,14
6253,455,1,1,0,1,d,a,9710,2,2014,0,NA,NA,,8,14
5895,414,1,1,0,1,d,a,9710,2,2014,0,NA,NA,,8,14
8129,490,1,1,0,1,d,a,9710,2,2014,0,NA,NA,,8,14
6751,450,1,1,0,1,d,a,9710,2,2014,0,NA,NA,,8,14
6775,410,1,1,0,1,d,a,9710,2,2014,0,NA,NA,,7,14
6227,472,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,7,14
6283,396,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,7,14
8286,530,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,6,14
6535,491,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,5,14
4288,340,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,5,14
3571,294,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,5,14
4126,334,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,5,14
4009,335,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,4,14
6002,421,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,4,14
6151,432,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,4,14
6213,410,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,4,14
5605,438,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,3,14
4887,381,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,3,14
6843,436,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,3,14
4131,351,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,2,14
5892,416,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,2,14
6460,448,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,2,14
4840,367,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,2,14
6035,474,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,2,14
3984,330,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,1,14
3996,303,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,1,14
3574,276,1,0,0,1,d,a,9710,2,2014,0,NA,NA,,12,13
9436,634,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,12,13
8862,559,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,12,13
4480,332,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,11,13
5629,405,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,11,13
5488,379,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,11,13
7206,481,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,11,13
4741,348,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,11,13
3549,281,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,11,13
6178,439,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,11,13
6083,416,1,1,0,1,d,a,9710,2,2014,0,NA,NA,,10,13
6393,482,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,10,13
4626,337,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,9,13
6159,448,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,9,13
4231,348,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,9,13
6655,455,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,9,13
8326,558,1,1,0,1,d,a,9710,2,2014,0,NA,NA,,8,13
4571,360,1,0,0,1,d,a,9710,2,2014,0,NA,NA,,8,13
6955,478,1,1,0,1,d,a,9710,2,2014,0,NA,NA,,7,13
7268,480,1,1,0,1,d,a,9710,2,2014,0,NA,NA,,7,13
4985,401,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,7,13
5060,385,1,0,0,1,d,a,9710,2,2014,0,NA,NA,,7,13
4193,328,1,0,0,1,d,a,9710,2,2014,0,NA,NA,,7,13
7184,495,1,1,0,1,d,a,9710,2,2014,0,NA,NA,,7,13
8742,515,1,1,0,1,d,a,9710,2,2014,0,NA,NA,,7,13
5217,388,1,0,0,1,d,a,9710,2,2014,0,NA,NA,,7,13
6792,478,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,7,13
5710,421,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,6,13
6263,492,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,6,13
6536,471,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,6,13
6902,491,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,6,13
4754,338,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,5,13
5978,410,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,5,13
6955,512,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,5,13
8341,535,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,4,13
6000,399,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,4,13
6022,459,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,4,13
5368,432,1,0,0,1,d,a,9710,2,2014,0,NA,NA,,4,13
7704,619,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,3,13
6426,447,1,1,0,1,d,a,9710,2,2014,0,NA,NA,,3,13
6574,452,1,1,0,1,d,a,9710,2,2014,0,NA,NA,,3,13
7245,496,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,3,13
5925,439,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,3,13
4381,355,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,3,13
5785,409,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,2,13
3057,265,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,2,13
6191,457,1,1,0,0,d,a,9710,2,2014,0,NA,NA,,2,13
5170,372,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,2,13
4886,347,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,2,13
6376,464,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,2,13
6157,492,1,0,0,0,d,a,9710,2,2014,0,NA,NA,,1,13
4941,591,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",7,15
4541,557,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",7,15
5421,602,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",7,15
5968,658,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",7,15
4238,512,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",7,15
4658,573,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",7,15
4732,541,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",6,15
4438,527,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",6,15
4956,568,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",6,15
4499,532,1,0,0,1,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",5,15
4568,539,1,0,0,1,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",5,15
9828,893,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",4,15
7050,711,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",4,15
7794,746,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",4,15
8044,746,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",4,15
4767,535,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",4,15
4288,513,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",3,15
6511,726,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",3,15
5552,614,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",3,15
8658,827,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",3,15
4246,527,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",3,15
6891,759,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",3,15
5162,626,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",2,15
4145,491,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",2,15
5868,637,1,1,0,1,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",2,15
6197,625,1,1,0,1,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",2,15
5784,678,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",2,15
4246,549,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",2,15
4294,564,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",2,15
8237,812,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",2,15
6286,693,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",1,15
6840,688,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",1,15
5478,666,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",1,15
4762,615,1,0,0,1,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",1,15
3844,500,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",6,14
7738,800,1,1,0,1,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",6,14
5138,589,1,0,0,1,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",6,14
6412,708,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",6,14
7235,697,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",6,14
7930,737,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",6,14
5909,642,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",5,14
4721,576,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",5,14
7700,766,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",5,14
8052,875,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",4,14
4020,491,1,0,0,1,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",4,14
4290,530,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",3,14
4275,512,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",3,14
5422,660,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",3,14
6983,678,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",3,14
3933,493,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",3,14
3970,513,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",3,14
3934,526,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",3,14
3755,486,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",2,14
3840,502,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",2,14
4532,573,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",2,14
5978,667,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",1,14
3614,497,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",1,14
5761,693,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",1,14
4594,600,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",1,14
11087,1035,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",1,14
9943,870,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",12,13
9998,934,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",12,13
7172,791,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",12,13
4864,595,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",12,13
10490,943,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",12,13
4796,560,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",11,13
7188,707,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",11,13
9600,879,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",11,13
4205,526,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",11,13
9902,900,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",11,13
6307,748,1,0,0,1,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",10,13
4168,526,1,0,0,1,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",10,13
4617,597,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",10,13
7520,804,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",10,13
5928,713,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",10,13
7949,823,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",9,13
3992,539,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",9,13
6509,641,1,1,0,1,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",8,13
8552,829,1,1,0,1,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",8,13
4343,517,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",8,13
7405,773,1,1,0,1,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",8,13
4362,548,1,0,0,1,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",8,13
4471,545,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",7,13
6265,686,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",7,13
4498,530,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",7,13
5771,625,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",7,13
6884,717,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",7,13
7163,749,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",6,13
4490,550,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",6,13
3808,484,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",6,13
4881,591,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",6,13
6880,722,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",6,13
8267,810,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",6,13
10233,990,1,1,0,1,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",5,13
6016,625,1,1,0,1,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",5,13
8185,788,1,1,0,1,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",5,13
6506,706,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",5,13
6584,735,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",5,13
5086,624,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",5,13
4687,556,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",4,13
5369,661,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",4,13
4307,533,1,0,0,1,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",4,13
5715,679,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",3,13
6562,692,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",3,13
3944,507,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",3,13
6022,648,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",3,13
6915,708,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",3,13
5570,694,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",3,13
5243,625,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",3,13
5325,629,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",2,13
5022,634,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",2,13
6355,711,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",2,13
4551,555,1,0,0,1,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",2,13
3858,523,1,0,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",1,13
6888,708,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",1,13
7258,726,1,1,0,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",1,13
8928,862,1,1,0,1,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",7,15
6556,786,1,0,0,1,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",7,15
7462,882,1,0,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",7,15
8220,962,1,0,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",7,15
14929,1294,1,1,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",6,15
6635,696,1,0,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",6,15
8406,897,1,1,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",6,15
8639,918,1,1,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",6,15
6432,711,1,0,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",6,15
10503,1119,1,1,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",6,15
12446,1277,1,1,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",6,15
8139,979,1,0,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",5,15
8442,928,1,1,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",5,15
8491,1005,1,0,0,1,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",5,15
7565,895,1,0,0,1,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",5,15
9439,991,1,0,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",5,15
8138,914,1,0,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",4,15
8160,899,1,0,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",3,15
7720,860,1,0,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",3,15
7057,877,1,0,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",3,15
7662,878,1,0,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",3,15
10292,1129,1,1,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",3,15
5974,714,1,0,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",3,15
7366,840,1,0,0,1,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",3,15
7075,833,1,0,0,1,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",3,15
9739,1038,1,1,0,1,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",3,15
7193,879,1,0,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2,15
7009,845,1,0,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2,15
9077,980,1,1,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2,15
9687,1083,1,1,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2,15
9177,1011,1,1,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",1,15
6289,773,1,0,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",1,15
9558,1067,1,1,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",1,15
7828,844,1,1,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",1,15
5044,584,1,0,0,1,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",12,14
12076,1206,1,0,0,1,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",12,14
12422,1223,1,1,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",12,14
8892,1045,1,0,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",12,14
7395,892,1,0,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",12,14
6939,830,1,0,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",11,14
9373,981,1,1,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",11,14
8885,1016,1,1,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",11,14
7449,835,1,0,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",11,14
9675,1038,1,1,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",11,14
8006,903,1,0,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",10,14
6120,721,1,0,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",10,14
6986,865,1,0,0,1,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",10,14
6948,895,1,0,0,1,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",10,14
10500,1161,1,1,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",10,14
6880,763,1,0,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",9,14
6665,767,1,0,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",9,14
7854,893,1,1,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",9,14
9672,1057,1,1,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",9,14
6312,781,1,0,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",9,14
8892,909,1,1,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",9,14
7420,964,1,0,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",8,14
8455,973,1,1,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",8,14
7391,875,1,0,0,1,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",8,14
7848,882,1,1,0,1,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",8,14
8901,953,1,1,0,1,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",8,14
8692,941,1,1,0,1,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",7,14
7151,802,1,0,0,1,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",7,14
8343,915,1,1,0,1,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",7,14
7492,919,1,0,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",7,14
8558,893,1,1,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",7,14
10393,1125,1,1,0,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",7,14
